3.109.238.5:8080
109.122.195.14:80
125.17.80.228:8080
125.17.80.227:8080
103.152.9.150:80
169.55.89.6:80
20.69.79.158:8443
115.144.102.39:10080
45.63.61.201:80
125.17.80.229:8080
20.205.61.143:80
42.98.75.138:80
172.104.155.146:80
125.17.80.226:8080
212.107.31.118:80
15.236.135.81:80
112.173.197.89:8001
31.186.239.245:8080
41.204.63.118:80
31.186.239.244:8080
173.249.198.244:8080
20.206.106.192:80
41.93.71.12:80
43.153.206.208:8080
91.229.114.143:80
20.210.113.32:80
194.104.158.177:80
41.93.71.15:80
82.102.10.125:18345
45.63.59.109:80
20.24.43.214:80
8.209.198.247:80
20.111.54.16:80
8.219.97.248:80
174.70.1.210:8080
15.237.37.150:80
91.229.114.153:80
152.69.215.206:80
139.99.135.214:80
13.95.173.197:80
216.137.184.253:80
43.255.113.232:8082
157.254.193.139:80
152.32.202.108:80
188.0.147.102:3128
119.237.43.106:80
103.155.217.52:41367
185.160.26.114:80
198.59.191.234:8080
158.51.121.230:8881
104.223.135.178:10000
123.60.175.183:8888
185.233.104.162:80
178.33.3.163:8080
41.93.71.21:80
89.255.65.50:3128
47.241.122.19:80
108.61.174.218:80
31.186.239.246:8080
119.237.37.28:80
1.162.39.125:80
115.144.100.124:10000
123.202.159.203:80
165.154.224.14:80
112.72.192.108:8001
91.238.103.65:80
37.9.171.157:80
157.245.27.9:3128
138.2.46.155:8080
36.228.213.186:80
77.91.74.77:80
208.76.54.103:80
108.61.173.226:80
51.222.155.142:80
103.155.217.105:41407
154.118.228.212:80
164.92.200.113:80
195.190.144.6:80
203.192.198.84:80
5.48.179.150:80
152.67.99.80:80
113.161.131.43:80
142.132.243.163:3128
13.71.80.224:80
8.210.83.33:80
51.89.73.43:80
178.49.14.57:3128
185.104.112.62:80
116.203.254.38:80
124.13.181.4:80
167.172.96.117:34815
38.7.207.92:80
