35.184.232.165:80
185.104.112.62:80
3.128.142.113:80
191.101.1.116:80
20.219.118.36:80
34.100.152.46:80
100.21.127.153:80
146.190.74.6:80
149.202.172.113:80
209.126.6.159:80
51.178.18.88:80
64.225.8.121:9992
209.97.150.167:8080
157.254.193.139:80
36.92.85.66:8080
190.61.88.147:8080
103.178.54.149:80
8.209.198.247:80
20.111.54.16:80
20.210.113.32:80
20.206.106.192:80
20.24.43.214:80
90.103.95.90:80
193.253.220.32:80
37.187.25.85:80
203.198.207.253:80
172.105.238.141:80
3.85.7.155:8083
117.54.114.97:80
47.254.153.78:20000
8.219.169.172:8118
117.54.114.96:80
8.208.90.243:20201
154.118.228.212:80
134.73.57.153:3129
146.83.128.23:80
85.234.126.107:55555
5.58.33.187:55507
193.151.130.114:8086
47.74.152.29:8888
15.237.37.150:80
103.234.55.173:80
159.203.13.121:80
128.199.202.122:3128
46.101.13.77:80
134.73.0.23:3129
8.210.83.33:80
155.254.192.216:80
95.217.104.21:17344
109.122.195.14:80
82.102.10.125:18345
178.33.3.163:8080
42.2.156.79:80
64.225.4.63:9998
47.241.122.19:80
202.173.214.73:80
81.16.177.101:80
204.2.218.145:8080
20.205.61.143:80
169.55.89.6:80
103.151.41.7:80
152.67.99.80:80
172.104.155.146:80
91.238.103.65:80
91.229.114.143:80
152.69.215.206:80
91.234.195.124:80
81.16.177.102:80
81.16.177.100:80
91.229.114.153:80
202.62.67.209:53281
103.56.205.84:8080
213.230.127.93:3128
158.69.71.245:9300
134.73.0.87:3129
197.243.20.178:80
191.252.178.3:80
14.199.170.179:80
81.12.44.197:3129
203.159.93.237:8080
31.207.38.66:80
103.112.163.78:8080
195.181.172.226:8080
193.141.126.54:82
143.198.228.250:80
162.19.50.37:80
175.205.119.4:8001
185.237.99.218:25345
113.161.131.43:80
71.255.153.117:80
134.73.57.181:3129
124.158.182.34:7654
117.54.114.98:80
45.189.253.69:999
36.91.142.58:8080
15.236.135.81:80
103.102.14.107:32650
65.108.230.239:42899
139.162.78.109:3128
185.103.87.30:8081
185.15.172.212:3128
117.54.114.100:80
45.7.177.197:34234
5.9.139.204:8000
144.76.60.58:8118
139.162.108.16:80
194.31.53.250:80
51.89.73.43:80
182.16.12.29:8088
182.16.12.27:8088
216.137.184.253:80
109.122.195.16:80
93.180.222.134:8080
157.230.241.133:36835
64.225.8.118:9990
159.203.61.169:8080
167.99.189.62:8081
93.188.161.84:80
168.0.239.224:8787
167.71.5.83:8080
198.59.191.234:8080
178.49.14.57:3128
200.105.215.22:33630
195.190.144.6:80
161.35.70.249:8080
103.152.232.84:8080
65.108.230.238:45977
208.109.32.60:81
41.174.132.58:8080
117.54.114.103:80
43.255.113.232:8082
181.129.43.3:8080
187.217.54.84:80
187.84.254.178:53382
58.27.59.249:80
201.42.38.161:8080
103.156.75.38:8181
154.236.191.46:1981
185.132.250.140:8080
125.17.80.229:8080
103.155.217.105:41407
115.144.102.39:10080
185.162.251.76:80
103.178.43.2:8181
103.92.26.190:4002
8.219.97.248:80
61.111.38.5:80
158.51.121.230:8881
41.93.71.12:80
202.173.214.72:80
103.155.217.52:41367
12.218.209.130:53281
125.17.80.226:8080
182.16.12.26:8088
150.230.59.34:8080
182.16.12.30:8088
117.54.114.101:80
103.102.153.24:80
202.173.214.79:80
138.68.60.8:3128
152.32.202.108:80
174.70.1.210:8080
104.223.135.178:10000
83.239.53.162:8080
95.183.140.94:80
141.136.42.68:80
95.183.140.89:80
190.52.178.17:80
139.59.1.14:3128
20.69.79.158:8443
187.216.93.20:55443
165.154.224.14:80
31.220.52.49:80
117.54.120.229:8888
